stream,department,job_role,company_level,company_name,location,required_skills,cgpa_range
Medical,Biomedical,Service Engineer,Mid,Aster DM Healthcare,Pune,Medical Equipment Service,6.5 - 7.9
Medical,Nursing,Nurse Educator,Mid,Thyrocare,Bengaluru,Medical Training,6.5 - 7.9
Medical,Nursing,Clinical Nurse,Mid,Thyrocare,Delhi,Clinical Procedures,6.5 - 7.9
Medical,Healthcare Management,Hospital Administrator,Mid,Care Hospitals,Delhi,Hospital Operations,6.5 - 7.9
Medical,Nursing,Clinical Nurse,Mid,Thyrocare,Hyderabad,Clinical Procedures,6.5 - 7.9
Medical,Radiology,Imaging Specialist,Mid,Vijaya Diagnostics,Chennai,Medical Imaging,6.5 - 7.9
Medical,Nursing,Staff Nurse,Mid,Dr Lal PathLabs,Mumbai,"Patient Care, Monitoring",6.5 - 7.9
Medical,Radiology,MRI Technician,Mid,Oncquest Labs,Ahmedabad,MRI Operations,6.5 - 7.9
Medical,Medical Lab Technology,Lab Supervisor,Mid,Rainbow Hospitals,Delhi,Lab Operations,6.5 - 7.9
Medical,Nursing,Nurse Educator,Mid,Thyrocare,Bengaluru,Medical Training,6.5 - 7.9
Medical,General Medicine,Healthcare Consultant,Mid,Rainbow Hospitals,Bengaluru,Hospital Operations,6.5 - 7.9
Medical,Radiology,CT Scan Technician,Mid,Metropolis Healthcare,Bengaluru,CT Equipment,6.5 - 7.9
Medical,Biomedical,Medical Device Analyst,Mid,Oncquest Labs,Kolkata,Device Testing,6.5 - 7.9
Medical,Nursing,Nurse Educator,Mid,Rainbow Hospitals,Delhi,Medical Training,6.5 - 7.9
Medical,Radiology,Radiology Analyst,Mid,Rainbow Hospitals,Chennai,Image Analysis,6.5 - 7.9
Medical,Medical Lab Technology,Lab Supervisor,Mid,Vijaya Diagnostics,Mumbai,Lab Operations,6.5 - 7.9
Medical,General Medicine,Medical Officer,Mid,KIMS Hospitals,Ahmedabad,"Patient Care, Diagnosis",6.5 - 7.9
Medical,Nursing,Care Coordinator,Mid,Dr Lal PathLabs,Pune,Patient Management,6.5 - 7.9
Medical,Medical Lab Technology,Lab Technician,Mid,Dr Lal PathLabs,Chennai,"Pathology, Lab Testing",6.5 - 7.9
Medical,Biomedical,Service Engineer,Mid,Rainbow Hospitals,Hyderabad,Medical Equipment Service,6.5 - 7.9
Medical,Medical Lab Technology,Lab Supervisor,Mid,Metropolis Healthcare,Ahmedabad,Lab Operations,6.5 - 7.9
Medical,Biomedical,Biomedical Engineer,Mid,Metropolis Healthcare,Bengaluru,Medical Devices,6.5 - 7.9
Medical,Biomedical,Service Engineer,Mid,Oncquest Labs,Bengaluru,Medical Equipment Service,6.5 - 7.9
Medical,Healthcare Management,Health Information Manager,Mid,SRL Diagnostics,Bengaluru,Medical Records,6.5 - 7.9
Medical,Biomedical,Clinical Engineer,Mid,Oncquest Labs,Hyderabad,Equipment Maintenance,6.5 - 7.9
Medical,Healthcare Management,Quality Manager,Mid,Metropolis Healthcare,Hyderabad,Healthcare Quality,6.5 - 7.9
Medical,Healthcare Management,Health Information Manager,Mid,Care Hospitals,Delhi,Medical Records,6.5 - 7.9
Medical,Radiology,MRI Technician,Mid,Metropolis Healthcare,Kolkata,MRI Operations,6.5 - 7.9
Medical,Healthcare Management,Healthcare Manager,Mid,SRL Diagnostics,Bengaluru,Healthcare Management,6.5 - 7.9
Medical,General Medicine,Medical Officer,Mid,Vijaya Diagnostics,Mumbai,"Patient Care, Diagnosis",6.5 - 7.9
Medical,Healthcare Management,Health Information Manager,Mid,SRL Diagnostics,Delhi,Medical Records,6.5 - 7.9
Medical,Radiology,Imaging Specialist,Mid,KIMS Hospitals,Mumbai,Medical Imaging,6.5 - 7.9
Medical,Radiology,Imaging Specialist,Mid,Oncquest Labs,Bengaluru,Medical Imaging,6.5 - 7.9
Medical,Nursing,Care Coordinator,Mid,Vijaya Diagnostics,Ahmedabad,Patient Management,6.5 - 7.9
Medical,Radiology,Radiology Analyst,Mid,Oncquest Labs,Hyderabad,Image Analysis,6.5 - 7.9
Medical,Biomedical,Clinical Engineer,Mid,Thyrocare,Hyderabad,Equipment Maintenance,6.5 - 7.9
Medical,Biomedical,Medical Device Analyst,Mid,Dr Lal PathLabs,Bengaluru,Device Testing,6.5 - 7.9
Medical,Radiology,CT Scan Technician,Mid,SRL Diagnostics,Pune,CT Equipment,6.5 - 7.9
Medical,General Medicine,Healthcare Consultant,Mid,Vijaya Diagnostics,Pune,Hospital Operations,6.5 - 7.9
Medical,General Medicine,Clinical Research Associate,Mid,Thyrocare,Delhi,Clinical Trials,6.5 - 7.9
Medical,Nursing,ICU Nurse,Mid,SRL Diagnostics,Mumbai,Critical Care,6.5 - 7.9
Medical,Medical Lab Technology,Lab Supervisor,Mid,Metropolis Healthcare,Mumbai,Lab Operations,6.5 - 7.9
Medical,Biomedical,Medical Device Analyst,Mid,Aster DM Healthcare,Chennai,Device Testing,6.5 - 7.9
Medical,Medical Lab Technology,Diagnostic Analyst,Mid,Metropolis Healthcare,Chennai,Medical Diagnostics,6.5 - 7.9
Medical,Radiology,Radiology Technologist,Mid,KIMS Hospitals,Pune,"X-Ray, CT, MRI",6.5 - 7.9
Medical,Nursing,Nurse Educator,Mid,Oncquest Labs,Ahmedabad,Medical Training,6.5 - 7.9
Medical,Biomedical,Service Engineer,Mid,Vijaya Diagnostics,Pune,Medical Equipment Service,6.5 - 7.9
Medical,General Medicine,Clinical Analyst,Mid,Dr Lal PathLabs,Delhi,"Clinical Data Analysis, EHR",6.5 - 7.9
Medical,General Medicine,Public Health Analyst,Mid,Vijaya Diagnostics,Bengaluru,"Epidemiology, Statistics",6.5 - 7.9
Medical,Healthcare Management,Medical Operations Analyst,Mid,Vijaya Diagnostics,Kolkata,Process Optimization,6.5 - 7.9
Medical,General Medicine,Public Health Analyst,Mid,Dr Lal PathLabs,Hyderabad,"Epidemiology, Statistics",6.5 - 7.9
Medical,Radiology,MRI Technician,Mid,Oncquest Labs,Delhi,MRI Operations,6.5 - 7.9
Medical,Medical Lab Technology,Quality Control Analyst,Mid,Thyrocare,Kolkata,Lab Quality Standards,6.5 - 7.9
Medical,Healthcare Management,Healthcare Manager,Mid,Dr Lal PathLabs,Hyderabad,Healthcare Management,6.5 - 7.9
Medical,Radiology,Radiology Technologist,Mid,Metropolis Healthcare,Bengaluru,"X-Ray, CT, MRI",6.5 - 7.9
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,Metropolis Healthcare,Hyderabad,"Biochemistry, Hematology",6.5 - 7.9
Medical,Medical Lab Technology,Lab Technician,Mid,SRL Diagnostics,Kolkata,"Pathology, Lab Testing",6.5 - 7.9
Medical,Radiology,Radiology Analyst,Mid,Dr Lal PathLabs,Bengaluru,Image Analysis,6.5 - 7.9
Medical,Biomedical,Biomedical Engineer,Mid,Vijaya Diagnostics,Hyderabad,Medical Devices,6.5 - 7.9
Medical,General Medicine,Public Health Analyst,Mid,Care Hospitals,Hyderabad,"Epidemiology, Statistics",6.5 - 7.9
Medical,Nursing,Nurse Educator,Mid,Aster DM Healthcare,Ahmedabad,Medical Training,6.5 - 7.9
Medical,Radiology,Radiology Analyst,Mid,Rainbow Hospitals,Kolkata,Image Analysis,6.5 - 7.9
Medical,Medical Lab Technology,Lab Technician,Mid,Metropolis Healthcare,Bengaluru,"Pathology, Lab Testing",6.5 - 7.9
Medical,Healthcare Management,Medical Operations Analyst,Mid,Rainbow Hospitals,Chennai,Process Optimization,6.5 - 7.9
Medical,Biomedical,Clinical Engineer,Mid,Dr Lal PathLabs,Delhi,Equipment Maintenance,6.5 - 7.9
Medical,Medical Lab Technology,Lab Supervisor,Mid,Care Hospitals,Hyderabad,Lab Operations,6.5 - 7.9
Medical,Nursing,Care Coordinator,Mid,Thyrocare,Kolkata,Patient Management,6.5 - 7.9
Medical,Medical Lab Technology,Lab Supervisor,Mid,KIMS Hospitals,Pune,Lab Operations,6.5 - 7.9
Medical,Healthcare Management,Quality Manager,Mid,Rainbow Hospitals,Delhi,Healthcare Quality,6.5 - 7.9
Medical,Radiology,MRI Technician,Mid,Care Hospitals,Hyderabad,MRI Operations,6.5 - 7.9
Medical,General Medicine,Public Health Analyst,Mid,SRL Diagnostics,Mumbai,"Epidemiology, Statistics",6.5 - 7.9
Medical,Biomedical,Regulatory Affairs Executive,Mid,Care Hospitals,Pune,Medical Regulations,6.5 - 7.9
Medical,Radiology,Imaging Specialist,Mid,Metropolis Healthcare,Kolkata,Medical Imaging,6.5 - 7.9
Medical,Radiology,Radiology Analyst,Mid,KIMS Hospitals,Chennai,Image Analysis,6.5 - 7.9
Medical,Biomedical,Medical Device Analyst,Mid,Care Hospitals,Hyderabad,Device Testing,6.5 - 7.9
Medical,Radiology,Imaging Specialist,Mid,SRL Diagnostics,Pune,Medical Imaging,6.5 - 7.9
Medical,Radiology,Radiology Technologist,Mid,Vijaya Diagnostics,Ahmedabad,"X-Ray, CT, MRI",6.5 - 7.9
Medical,Healthcare Management,Healthcare Manager,Mid,SRL Diagnostics,Pune,Healthcare Management,6.5 - 7.9
Medical,Medical Lab Technology,Lab Supervisor,Mid,Care Hospitals,Chennai,Lab Operations,6.5 - 7.9
Medical,Healthcare Management,Hospital Administrator,Mid,Vijaya Diagnostics,Delhi,Hospital Operations,6.5 - 7.9
Medical,General Medicine,Medical Officer,Mid,Rainbow Hospitals,Kolkata,"Patient Care, Diagnosis",6.5 - 7.9
Medical,Biomedical,Biomedical Engineer,Mid,Thyrocare,Kolkata,Medical Devices,6.5 - 7.9
Medical,Biomedical,Regulatory Affairs Executive,Mid,Aster DM Healthcare,Bengaluru,Medical Regulations,6.5 - 7.9
Medical,Nursing,Clinical Nurse,Mid,SRL Diagnostics,Ahmedabad,Clinical Procedures,6.5 - 7.9
Medical,Biomedical,Medical Device Analyst,Mid,Care Hospitals,Hyderabad,Device Testing,6.5 - 7.9
Medical,Biomedical,Biomedical Engineer,Mid,Thyrocare,Delhi,Medical Devices,6.5 - 7.9
Medical,Radiology,CT Scan Technician,Mid,KIMS Hospitals,Bengaluru,CT Equipment,6.5 - 7.9
Medical,Biomedical,Service Engineer,Mid,Rainbow Hospitals,Mumbai,Medical Equipment Service,6.5 - 7.9
Medical,General Medicine,Clinical Research Associate,Mid,Care Hospitals,Kolkata,Clinical Trials,6.5 - 7.9
Medical,Medical Lab Technology,Lab Supervisor,Mid,KIMS Hospitals,Chennai,Lab Operations,6.5 - 7.9
Medical,Medical Lab Technology,Diagnostic Analyst,Mid,Rainbow Hospitals,Ahmedabad,Medical Diagnostics,6.5 - 7.9
Medical,Biomedical,Clinical Engineer,Mid,SRL Diagnostics,Ahmedabad,Equipment Maintenance,6.5 - 7.9
Medical,Medical Lab Technology,Diagnostic Analyst,Mid,Care Hospitals,Chennai,Medical Diagnostics,6.5 - 7.9
Medical,Nursing,Staff Nurse,Mid,Metropolis Healthcare,Delhi,"Patient Care, Monitoring",6.5 - 7.9
Medical,General Medicine,Clinical Analyst,Mid,Metropolis Healthcare,Bengaluru,"Clinical Data Analysis, EHR",6.5 - 7.9
Medical,Medical Lab Technology,Quality Control Analyst,Mid,SRL Diagnostics,Chennai,Lab Quality Standards,6.5 - 7.9
Medical,Biomedical,Regulatory Affairs Executive,Mid,Metropolis Healthcare,Ahmedabad,Medical Regulations,6.5 - 7.9
Medical,Healthcare Management,Quality Manager,Mid,Aster DM Healthcare,Hyderabad,Healthcare Quality,6.5 - 7.9
Medical,Medical Lab Technology,Quality Control Analyst,Mid,KIMS Hospitals,Delhi,Lab Quality Standards,6.5 - 7.9
Medical,Healthcare Management,Health Information Manager,Mid,SRL Diagnostics,Delhi,Medical Records,6.5 - 7.9
Medical,Biomedical,Medical Device Analyst,Mid,Metropolis Healthcare,Chennai,Device Testing,6.5 - 7.9
Medical,Radiology,Radiology Technologist,Mid,Dr Lal PathLabs,Kolkata,"X-Ray, CT, MRI",6.5 - 7.9
Medical,Medical Lab Technology,Lab Technician,Mid,Care Hospitals,Bengaluru,"Pathology, Lab Testing",6.5 - 7.9
Medical,Healthcare Management,Medical Operations Analyst,Mid,KIMS Hospitals,Mumbai,Process Optimization,6.5 - 7.9
Medical,Biomedical,Clinical Engineer,Mid,Vijaya Diagnostics,Delhi,Equipment Maintenance,6.5 - 7.9
Medical,Medical Lab Technology,Lab Technician,Mid,Rainbow Hospitals,Hyderabad,"Pathology, Lab Testing",6.5 - 7.9
Medical,Nursing,Care Coordinator,Mid,Aster DM Healthcare,Hyderabad,Patient Management,6.5 - 7.9
Medical,Healthcare Management,Health Information Manager,Mid,Dr Lal PathLabs,Kolkata,Medical Records,6.5 - 7.9
Medical,Healthcare Management,Health Information Manager,Mid,Dr Lal PathLabs,Pune,Medical Records,6.5 - 7.9
Medical,Biomedical,Biomedical Engineer,Mid,Oncquest Labs,Bengaluru,Medical Devices,6.5 - 7.9
Medical,Radiology,Imaging Specialist,Mid,Thyrocare,Chennai,Medical Imaging,6.5 - 7.9
Medical,General Medicine,Medical Officer,Mid,Aster DM Healthcare,Pune,"Patient Care, Diagnosis",6.5 - 7.9
Medical,Healthcare Management,Quality Manager,Mid,Oncquest Labs,Ahmedabad,Healthcare Quality,6.5 - 7.9
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,Metropolis Healthcare,Pune,"Biochemistry, Hematology",6.5 - 7.9
Medical,General Medicine,Healthcare Consultant,Mid,KIMS Hospitals,Chennai,Hospital Operations,6.5 - 7.9
Medical,Biomedical,Regulatory Affairs Executive,Mid,Oncquest Labs,Bengaluru,Medical Regulations,6.5 - 7.9
Medical,Nursing,Staff Nurse,Mid,KIMS Hospitals,Pune,"Patient Care, Monitoring",6.5 - 7.9
Medical,Medical Lab Technology,Lab Technician,Mid,Rainbow Hospitals,Delhi,"Pathology, Lab Testing",6.5 - 7.9
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,Oncquest Labs,Chennai,"Biochemistry, Hematology",6.5 - 7.9
Medical,Medical Lab Technology,Diagnostic Analyst,Mid,SRL Diagnostics,Ahmedabad,Medical Diagnostics,6.5 - 7.9
Medical,Medical Lab Technology,Lab Supervisor,Mid,Care Hospitals,Delhi,Lab Operations,6.5 - 7.9
Medical,Radiology,Imaging Specialist,Mid,SRL Diagnostics,Ahmedabad,Medical Imaging,6.5 - 7.9
Medical,Biomedical,Clinical Engineer,Mid,Aster DM Healthcare,Ahmedabad,Equipment Maintenance,6.5 - 7.9
Medical,Biomedical,Clinical Engineer,Mid,SRL Diagnostics,Hyderabad,Equipment Maintenance,6.5 - 7.9
Medical,Medical Lab Technology,Lab Technician,Mid,Aster DM Healthcare,Ahmedabad,"Pathology, Lab Testing",6.5 - 7.9
Medical,Healthcare Management,Health Information Manager,Mid,Oncquest Labs,Chennai,Medical Records,6.5 - 7.9
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,Metropolis Healthcare,Chennai,"Biochemistry, Hematology",6.5 - 7.9
Medical,Radiology,Radiology Technologist,Mid,Care Hospitals,Chennai,"X-Ray, CT, MRI",6.5 - 7.9
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,Rainbow Hospitals,Hyderabad,"Biochemistry, Hematology",6.5 - 7.9
Medical,General Medicine,Healthcare Consultant,Mid,Thyrocare,Hyderabad,Hospital Operations,6.5 - 7.9
Medical,Medical Lab Technology,Diagnostic Analyst,Mid,Metropolis Healthcare,Pune,Medical Diagnostics,6.5 - 7.9
Medical,Healthcare Management,Healthcare Manager,Mid,Dr Lal PathLabs,Chennai,Healthcare Management,6.5 - 7.9
Medical,General Medicine,Clinical Research Associate,Mid,Oncquest Labs,Ahmedabad,Clinical Trials,6.5 - 7.9
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,Vijaya Diagnostics,Pune,"Biochemistry, Hematology",6.5 - 7.9
Medical,Biomedical,Service Engineer,Mid,Dr Lal PathLabs,Bengaluru,Medical Equipment Service,6.5 - 7.9
Medical,Nursing,Care Coordinator,Mid,Dr Lal PathLabs,Pune,Patient Management,6.5 - 7.9
Medical,Nursing,Care Coordinator,Mid,KIMS Hospitals,Mumbai,Patient Management,6.5 - 7.9
Medical,General Medicine,Clinical Research Associate,Mid,Care Hospitals,Kolkata,Clinical Trials,6.5 - 7.9
Medical,Biomedical,Medical Device Analyst,Mid,Care Hospitals,Delhi,Device Testing,6.5 - 7.9
Medical,General Medicine,Healthcare Consultant,Mid,KIMS Hospitals,Pune,Hospital Operations,6.5 - 7.9
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,SRL Diagnostics,Delhi,"Biochemistry, Hematology",6.5 - 7.9
Medical,General Medicine,Medical Officer,Mid,Oncquest Labs,Pune,"Patient Care, Diagnosis",6.5 - 7.9
Medical,Radiology,Imaging Specialist,Mid,Thyrocare,Hyderabad,Medical Imaging,6.5 - 7.9
Medical,Medical Lab Technology,Quality Control Analyst,Mid,Metropolis Healthcare,Pune,Lab Quality Standards,6.5 - 7.9
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,Rainbow Hospitals,Pune,"Biochemistry, Hematology",6.5 - 7.9
Medical,Biomedical,Biomedical Engineer,Mid,Metropolis Healthcare,Chennai,Medical Devices,6.5 - 7.9
Medical,Radiology,Radiology Analyst,Mid,Dr Lal PathLabs,Delhi,Image Analysis,6.5 - 7.9
Medical,Radiology,MRI Technician,High,GE Healthcare,Ahmedabad,MRI Operations,8.0 - 10.0
Medical,Nursing,ICU Nurse,High,Manipal Hospitals,Kolkata,Critical Care,8.0 - 10.0
Medical,Nursing,ICU Nurse,High,AIIMS,Hyderabad,Critical Care,8.0 - 10.0
Medical,Healthcare Management,Health Information Manager,High,Philips Healthcare,Bengaluru,Medical Records,8.0 - 10.0
Medical,Nursing,Clinical Nurse,High,GE Healthcare,Hyderabad,Clinical Procedures,8.0 - 10.0
Medical,Nursing,Nurse Educator,High,Siemens Healthineers,Kolkata,Medical Training,8.0 - 10.0
Medical,Radiology,Radiology Technologist,High,Siemens Healthineers,Kolkata,"X-Ray, CT, MRI",8.0 - 10.0
Medical,Nursing,Staff Nurse,High,GE Healthcare,Pune,"Patient Care, Monitoring",8.0 - 10.0
Medical,Medical Lab Technology,Quality Control Analyst,High,Philips Healthcare,Bengaluru,Lab Quality Standards,8.0 - 10.0
Medical,Radiology,Radiology Technologist,High,GE Healthcare,Kolkata,"X-Ray, CT, MRI",8.0 - 10.0
Medical,Healthcare Management,Healthcare Manager,High,Apollo Hospitals,Chennai,Healthcare Management,8.0 - 10.0
Medical,Healthcare Management,Health Information Manager,High,Fortis Healthcare,Mumbai,Medical Records,8.0 - 10.0
Medical,Medical Lab Technology,Lab Supervisor,High,Narayana Health,Kolkata,Lab Operations,8.0 - 10.0
Medical,Nursing,Nurse Educator,High,Apollo Hospitals,Pune,Medical Training,8.0 - 10.0
Medical,Biomedical,Regulatory Affairs Executive,High,Siemens Healthineers,Hyderabad,Medical Regulations,8.0 - 10.0
Medical,Healthcare Management,Medical Operations Analyst,High,Medanta,Ahmedabad,Process Optimization,8.0 - 10.0
Medical,Healthcare Management,Health Information Manager,High,Philips Healthcare,Mumbai,Medical Records,8.0 - 10.0
Medical,General Medicine,Healthcare Consultant,High,GE Healthcare,Hyderabad,Hospital Operations,8.0 - 10.0
Medical,General Medicine,Medical Officer,High,Narayana Health,Mumbai,"Patient Care, Diagnosis",8.0 - 10.0
Medical,Medical Lab Technology,Quality Control Analyst,High,Medanta,Mumbai,Lab Quality Standards,8.0 - 10.0
Medical,Medical Lab Technology,Lab Supervisor,High,Siemens Healthineers,Mumbai,Lab Operations,8.0 - 10.0
Medical,Biomedical,Medical Device Analyst,High,Apollo Hospitals,Hyderabad,Device Testing,8.0 - 10.0
Medical,Nursing,Nurse Educator,High,Apollo Hospitals,Hyderabad,Medical Training,8.0 - 10.0
Medical,Biomedical,Biomedical Engineer,High,Max Healthcare,Kolkata,Medical Devices,8.0 - 10.0
Medical,Biomedical,Regulatory Affairs Executive,High,Max Healthcare,Ahmedabad,Medical Regulations,8.0 - 10.0
Medical,Biomedical,Clinical Engineer,High,Siemens Healthineers,Pune,Equipment Maintenance,8.0 - 10.0
Medical,Radiology,Imaging Specialist,High,AIIMS,Chennai,Medical Imaging,8.0 - 10.0
Medical,Nursing,Care Coordinator,High,Philips Healthcare,Hyderabad,Patient Management,8.0 - 10.0
Medical,Medical Lab Technology,Medical Lab Technologist,High,Apollo Hospitals,Delhi,"Biochemistry, Hematology",8.0 - 10.0
Medical,General Medicine,Clinical Analyst,High,Siemens Healthineers,Mumbai,"Clinical Data Analysis, EHR",8.0 - 10.0
Medical,Nursing,ICU Nurse,High,Medanta,Delhi,Critical Care,8.0 - 10.0
Medical,General Medicine,Clinical Research Associate,High,Philips Healthcare,Bengaluru,Clinical Trials,8.0 - 10.0
Medical,Radiology,MRI Technician,High,Siemens Healthineers,Mumbai,MRI Operations,8.0 - 10.0
Medical,Radiology,CT Scan Technician,High,Max Healthcare,Pune,CT Equipment,8.0 - 10.0
Medical,Healthcare Management,Healthcare Manager,High,Apollo Hospitals,Bengaluru,Healthcare Management,8.0 - 10.0
Medical,Radiology,Radiology Technologist,High,Max Healthcare,Mumbai,"X-Ray, CT, MRI",8.0 - 10.0
Medical,Healthcare Management,Hospital Administrator,High,Max Healthcare,Hyderabad,Hospital Operations,8.0 - 10.0
Medical,Nursing,Clinical Nurse,High,Medanta,Hyderabad,Clinical Procedures,8.0 - 10.0
Medical,General Medicine,Medical Officer,High,Fortis Healthcare,Kolkata,"Patient Care, Diagnosis",8.0 - 10.0
Medical,Nursing,Staff Nurse,High,Narayana Health,Pune,"Patient Care, Monitoring",8.0 - 10.0
Medical,Radiology,MRI Technician,High,Max Healthcare,Delhi,MRI Operations,8.0 - 10.0
Medical,Biomedical,Medical Device Analyst,High,AIIMS,Pune,Device Testing,8.0 - 10.0
Medical,Nursing,Clinical Nurse,High,Fortis Healthcare,Bengaluru,Clinical Procedures,8.0 - 10.0
Medical,General Medicine,Public Health Analyst,High,Manipal Hospitals,Delhi,"Epidemiology, Statistics",8.0 - 10.0
Medical,Healthcare Management,Hospital Administrator,High,GE Healthcare,Pune,Hospital Operations,8.0 - 10.0
Medical,Nursing,ICU Nurse,High,Medanta,Kolkata,Critical Care,8.0 - 10.0
Medical,Healthcare Management,Medical Operations Analyst,High,Max Healthcare,Hyderabad,Process Optimization,8.0 - 10.0
Medical,Healthcare Management,Health Information Manager,High,AIIMS,Hyderabad,Medical Records,8.0 - 10.0
Medical,Healthcare Management,Quality Manager,High,Apollo Hospitals,Bengaluru,Healthcare Quality,8.0 - 10.0
Medical,Nursing,Staff Nurse,High,Philips Healthcare,Bengaluru,"Patient Care, Monitoring",8.0 - 10.0
Pharmacy,Pharmaceutical Analysis,QC Analyst,Startup,Plix,Pune,"HPLC, GC",5.0 - 6.4
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Startup,Bold Care,Hyderabad,Lab QA,5.0 - 6.4
Pharmacy,Pharmaceutics,Production Executive,Startup,Truemeds,Mumbai,"Manufacturing, SOP",5.0 - 6.4
Pharmacy,Pharmaceutical Analysis,Analytical Chemist,Startup,Wellness Forever,Hyderabad,Method Validation,5.0 - 6.4
Pharmacy,Pharmaceutical Analysis,QC Analyst,Startup,Medlife,Bengaluru,"HPLC, GC",5.0 - 6.4
Pharmacy,Pharmaceutics,Research Associate,Startup,NetMeds,Chennai,Pharmaceutical Research,5.0 - 6.4
Pharmacy,Pharmaceutics,Research Associate,Startup,Bold Care,Bengaluru,Pharmaceutical Research,5.0 - 6.4
Pharmacy,Pharmaceutical Analysis,Analytical Chemist,Startup,Himalayan Organics,Hyderabad,Method Validation,5.0 - 6.4
Pharmacy,Pharmacology,Medical Writer,Startup,Medlife,Bengaluru,Clinical Documentation,5.0 - 6.4
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Startup,Himalayan Organics,Ahmedabad,Lab QA,5.0 - 6.4
Pharmacy,Pharmaceutical Analysis,Calibration Executive,Startup,Wellness Forever,Pune,Instrument Calibration,5.0 - 6.4
Pharmacy,Pharmacology,Drug Safety Associate,Startup,HealthKart,Pune,Pharmacovigilance,5.0 - 6.4
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Startup,Tata 1mg,Pune,Lab QA,5.0 - 6.4
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Startup,Tata 1mg,Bengaluru,Lab QA,5.0 - 6.4
Pharmacy,Pharmaceutical Analysis,Analytical Chemist,Startup,Himalayan Organics,Hyderabad,Method Validation,5.0 - 6.4
Pharmacy,Pharmaceutics,Research Associate,Startup,Himalayan Organics,Bengaluru,Pharmaceutical Research,5.0 - 6.4
Pharmacy,Pharmaceutics,Quality Assurance Officer,Startup,Plix,Pune,"QA, Documentation",5.0 - 6.4
Pharmacy,Pharmaceutics,Production Executive,Startup,Himalayan Organics,Chennai,"Manufacturing, SOP",5.0 - 6.4
Pharmacy,Pharmacology,Drug Safety Associate,Startup,Bold Care,Mumbai,Pharmacovigilance,5.0 - 6.4
Pharmacy,Pharmacology,Medical Writer,Startup,Medlife,Mumbai,Clinical Documentation,5.0 - 6.4
Pharmacy,Pharmaceutical Analysis,QC Analyst,Startup,Bold Care,Bengaluru,"HPLC, GC",5.0 - 6.4
Pharmacy,Pharmacology,Pharmacovigilance Analyst,Startup,Truemeds,Mumbai,Adverse Event Reporting,5.0 - 6.4
Pharmacy,Pharmaceutical Analysis,Calibration Executive,Startup,Tata 1mg,Chennai,Instrument Calibration,5.0 - 6.4
Pharmacy,Pharmaceutics,Formulation Scientist,Startup,Tata 1mg,Hyderabad,"Drug Formulation, GMP",5.0 - 6.4
Pharmacy,Pharmacology,Clinical Research Associate,Startup,HealthKart,Bengaluru,Clinical Trials,5.0 - 6.4
Pharmacy,Pharmaceutics,Validation Executive,Startup,NetMeds,Bengaluru,Process Validation,5.0 - 6.4
Pharmacy,Pharmaceutical Analysis,Calibration Executive,Startup,Bold Care,Bengaluru,Instrument Calibration,5.0 - 6.4
Pharmacy,Pharmaceutics,Formulation Scientist,Startup,Wellness Forever,Bengaluru,"Drug Formulation, GMP",5.0 - 6.4
Pharmacy,Pharmaceutics,Quality Assurance Officer,Startup,Himalayan Organics,Hyderabad,"QA, Documentation",5.0 - 6.4
Pharmacy,Pharmacology,Medical Writer,Startup,Plix,Mumbai,Clinical Documentation,5.0 - 6.4
Pharmacy,Pharmaceutics,Quality Assurance Officer,Startup,NetMeds,Mumbai,"QA, Documentation",5.0 - 6.4
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Startup,Wellness Forever,Pune,Lab QA,5.0 - 6.4
Pharmacy,Pharmacology,Drug Safety Associate,Startup,Tata 1mg,Ahmedabad,Pharmacovigilance,5.0 - 6.4
Pharmacy,Pharmaceutics,Quality Assurance Officer,Startup,Bold Care,Mumbai,"QA, Documentation",5.0 - 6.4
Pharmacy,Pharmaceutics,Validation Executive,Startup,PharmEasy,Pune,Process Validation,5.0 - 6.4
Pharmacy,Pharmaceutics,Research Associate,Startup,Tata 1mg,Hyderabad,Pharmaceutical Research,5.0 - 6.4
Pharmacy,Pharmaceutical Analysis,Quality Control Officer,Startup,Truemeds,Pune,Lab QA,5.0 - 6.4
Pharmacy,Pharmacology,Drug Safety Associate,Startup,HealthKart,Hyderabad,Pharmacovigilance,5.0 - 6.4
Pharmacy,Pharmacology,Drug Safety Associate,Startup,Truemeds,Chennai,Pharmacovigilance,5.0 - 6.4
Pharmacy,Pharmaceutics,Formulation Scientist,Startup,Truemeds,Pune,"Drug Formulation, GMP",5.0 - 6.4
Pharmacy,Pharmaceutical Analysis,Analytical Chemist,Startup,Medlife,Hyderabad,Method Validation,5.0 - 6.4
