stream,department,course,job_role,company_level,company_name,location,required_skill
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Low,Google,Hyderabad,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Data Scientist,Low,Microsoft,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Low,Capgemini,Delhi,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Low,Uber,Chennai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Low,Razorpay,Pune,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Low,Microsoft,Mumbai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Data Scientist,Low,Meesho,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Data Scientist,Low,Amazon,Hyderabad,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Low,Accenture,Chennai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Low,Oracle,Mumbai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Data Scientist,Low,Razorpay,Delhi,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Data Scientist,Low,Zomato,Hyderabad,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Low,IBM,Pune,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Low,Tech Mahindra,Delhi,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Low,Capgemini,Delhi,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Data Scientist,Low,Freshworks,Hyderabad,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Low,Infosys,Mumbai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Data Scientist,Low,CRED,Hyderabad,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Low,Oracle,Pune,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Low,IBM,Mumbai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Low,Zoho,Pune,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Data Scientist,Low,Freshworks,Pune,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Low,Wipro,Chennai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Low,Uber,Hyderabad,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Data Scientist,Low,Wipro,Pune,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Low,Zomato,Mumbai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Low,Amazon,Hyderabad,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Data Scientist,Low,IBM,Chennai,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Low,PhonePe,Chennai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Low,Tech Mahindra,Mumbai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Low,Uber,Hyderabad,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Low,Zoho,Bangalore,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Low,Meesho,Mumbai,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Low,Cognizant,Mumbai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Low,Microsoft,Mumbai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Low,Freshworks,Mumbai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Low,TCS,Delhi,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,HCL,Chennai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Cognizant,Delhi,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Oracle,Delhi,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Accenture,Bangalore,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,PhonePe,Hyderabad,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Wipro,Mumbai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Freshworks,Pune,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Oracle,Hyderabad,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Microsoft,Bangalore,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Google,Mumbai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,TCS,Mumbai,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Capgemini,Mumbai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,PhonePe,Chennai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Ola,Bangalore,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Byjus,Hyderabad,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,IBM,Pune,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Infosys,Mumbai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Zomato,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,IBM,Mumbai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Cognizant,Delhi,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Razorpay,Pune,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,HCL,Mumbai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Razorpay,Bangalore,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Flipkart,Hyderabad,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Accenture,Pune,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,HCL,Pune,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Swiggy,Chennai,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,PhonePe,Chennai,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Meesho,Delhi,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Byjus,Chennai,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Infosys,Delhi,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,CRED,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,IBM,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Razorpay,Delhi,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Nykaa,Hyderabad,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Infosys,Pune,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Google,Bangalore,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Paytm,Hyderabad,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,PhonePe,Mumbai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Infosys,Chennai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Tech Mahindra,Hyderabad,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Amazon,Bangalore,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Amazon,Chennai,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Byjus,Delhi,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Oracle,Delhi,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Meesho,Pune,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Microsoft,Pune,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Zoho,Delhi,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,PhonePe,Delhi,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Razorpay,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Meesho,Bangalore,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Razorpay,Pune,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Wipro,Delhi,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Swiggy,Delhi,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Infosys,Pune,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,IBM,Hyderabad,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Nykaa,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Paytm,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,IBM,Chennai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Byjus,Pune,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Byjus,Chennai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,CRED,Chennai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Google,Delhi,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Zoho,Delhi,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Cognizant,Bangalore,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Amazon,Bangalore,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Ola,Pune,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Zoho,Hyderabad,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,CRED,Bangalore,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Swiggy,Chennai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Swiggy,Chennai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,CRED,Bangalore,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Oracle,Chennai,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Zomato,Delhi,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Zoho,Chennai,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Swiggy,Hyderabad,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Ola,Chennai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Cognizant,Delhi,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Zomato,Mumbai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Razorpay,Hyderabad,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Zomato,Delhi,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,TCS,Hyderabad,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Zomato,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,TCS,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Paytm,Chennai,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,IBM,Pune,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,PhonePe,Mumbai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Byjus,Delhi,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Flipkart,Hyderabad,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Amazon,Delhi,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Google,Chennai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,CRED,Hyderabad,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Capgemini,Pune,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Zomato,Pune,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Amazon,Mumbai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Oracle,Mumbai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,PhonePe,Hyderabad,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Cognizant,Bangalore,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,PhonePe,Mumbai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Nykaa,Pune,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Flipkart,Mumbai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Swiggy,Mumbai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,HCL,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Google,Mumbai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Ola,Delhi,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Meesho,Chennai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Meesho,Hyderabad,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,CRED,Pune,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Infosys,Delhi,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Nykaa,Mumbai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Capgemini,Delhi,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,HCL,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Razorpay,Hyderabad,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Cognizant,Delhi,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Infosys,Chennai,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Infosys,Bangalore,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Razorpay,Bangalore,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Flipkart,Chennai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Zomato,Chennai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Ola,Pune,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Paytm,Hyderabad,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Oracle,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Nykaa,Hyderabad,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,PhonePe,Bangalore,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,IBM,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Paytm,Pune,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Accenture,Hyderabad,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Accenture,Chennai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Tech Mahindra,Delhi,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Tech Mahindra,Pune,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Meesho,Mumbai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,TCS,Chennai,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Accenture,Pune,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Ola,Bangalore,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,IBM,Hyderabad,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Microsoft,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Google,Hyderabad,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Accenture,Bangalore,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Byjus,Hyderabad,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,PhonePe,Chennai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Uber,Chennai,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Zomato,Pune,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Microsoft,Delhi,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Zomato,Delhi,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Oracle,Chennai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Microsoft,Chennai,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Amazon,Chennai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Ola,Mumbai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Meesho,Bangalore,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,PhonePe,Hyderabad,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Nykaa,Mumbai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,HCL,Chennai,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Microsoft,Hyderabad,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Swiggy,Mumbai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Capgemini,Delhi,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,CRED,Delhi,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Cognizant,Bangalore,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Microsoft,Bangalore,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Freshworks,Pune,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,TCS,Delhi,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Flipkart,Mumbai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Paytm,Bangalore,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Zoho,Mumbai,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,CRED,Bangalore,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,TCS,Delhi,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Wipro,Mumbai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,IBM,Chennai,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Oracle,Hyderabad,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Zomato,Bangalore,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,PhonePe,Hyderabad,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Oracle,Hyderabad,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,PhonePe,Delhi,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Meesho,Chennai,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Google,Pune,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,CRED,Mumbai,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Meesho,Hyderabad,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Freshworks,Delhi,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,TCS,Bangalore,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Paytm,Delhi,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Tech Mahindra,Hyderabad,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Cognizant,Delhi,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Microsoft,Pune,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Accenture,Chennai,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Zoho,Chennai,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Flipkart,Mumbai,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Razorpay,Delhi,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,TCS,Hyderabad,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,HCL,Hyderabad,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,PhonePe,Chennai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Nykaa,Pune,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Swiggy,Delhi,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Byjus,Mumbai,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Infosys,Bangalore,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Capgemini,Bangalore,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Tech Mahindra,Mumbai,"machine learning,deep learning,research"
PG,M.Tech AI & DS,Engineering,Embedded Systems Architect,Startup,Infosys,Hyderabad,"embedded systems,rtos,hardware design"
PG,M.Tech AI & DS,Engineering,Data Scientist,Startup,Accenture,Chennai,"python,statistics,machine learning"
PG,M.Tech AI & DS,Engineering,Senior Software Engineer,Startup,Wipro,Delhi,"system design,java,python,cloud"
PG,M.Tech AI & DS,Engineering,Cloud Architect,Startup,Oracle,Chennai,"aws,azure,system design"
PG,M.Tech AI & DS,Engineering,ML Research Engineer,Startup,Meesho,Chennai,"machine learning,deep learning,research"
PG,M.Tech AIML,Engineering,Cloud Architect,High,Microsoft,Pune,"aws,azure,system design"
PG,M.Tech AIML,Engineering,Data Scientist,High,Infosys,Mumbai,"python,statistics,machine learning"
PG,M.Tech AIML,Engineering,Cloud Architect,High,Freshworks,Hyderabad,"aws,azure,system design"
PG,M.Tech AIML,Engineering,ML Research Engineer,High,TCS,Hyderabad,"machine learning,deep learning,research"
PG,M.Tech AIML,Engineering,Cloud Architect,High,TCS,Delhi,"aws,azure,system design"
PG,M.Tech AIML,Engineering,Embedded Systems Architect,High,Capgemini,Bangalore,"embedded systems,rtos,hardware design"
PG,M.Tech AIML,Engineering,Senior Software Engineer,High,Cognizant,Hyderabad,"system design,java,python,cloud"
PG,M.Tech AIML,Engineering,Cloud Architect,High,Razorpay,Bangalore,"aws,azure,system design"
PG,M.Tech AIML,Engineering,Cloud Architect,High,Wipro,Mumbai,"aws,azure,system design"
PG,M.Tech AIML,Engineering,Cloud Architect,High,Wipro,Bangalore,"aws,azure,system design"
PG,M.Tech AIML,Engineering,Data Scientist,Mid,Byjus,Bangalore,"python,statistics,machine learning"
PG,M.Tech AIML,Engineering,Cloud Architect,Mid,IBM,Bangalore,"aws,azure,system design"
